Name,slug,Network,Cashback,"Tracking Url","Store Url",Description,"Terms & Conditions","Extra Info",Status
"LAN Airlines",CJ,,2.50%,https://www.tkqlhce.com/click-100179843-13294962-1616764851000,http://www.lan.com/es_es/sitio_personas/index.html,,,,1
"DL1961 Women",CJ,,12.00%,https://www.anrdoezrs.net/click-100179843-14482031-1616612404000,http://www.dl1961.com,,,,1
"caseable - INT",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14338943-1610703114000,https://caseable.com,,,,1
"Contact Lens King",CJ,,1.00%,https://www.jdoqocy.com/click-100179843-10968181-1616096292000,http://www.contactlensking.com,,,,1
GeekBuying,CJ,,4.00%,https://www.jdoqocy.com/click-100179843-14480907-1615533137000,https://www.geekbuying.com/,,,,1
"Green Man Gaming",CJ,,2.00%,https://www.dpbolvw.net/click-100179843-14479751-1615995970000,http://www.greenmangaming.com,,,,1
Fold3.com,CJ,,30.00%,https://www.dpbolvw.net/click-100179843-10929304-1536608253000,http://www.Fold3.com/,,,,1
CalChamber,CJ,,15.00%,https://www.dpbolvw.net/click-100179843-14463749-1613756397000,https://store.calchamber.com/,,,,1
Bullguard,CJ,,35.00%,https://www.jdoqocy.com/click-100179843-12231676-1604408330000,http://www.bullguard.com,,,,1
Easyspace,CJ,,10.00%,https://www.jdoqocy.com/click-100179843-11361348-1556635414000,http://www.easyspace.com,,,,1
"123 Reg",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-10975091-1561039273000,http://www.123-reg.co.uk,,,,1
Knowfashionstyle.com,CJ,,11.00%,https://www.kqzyfj.com/click-100179843-14451460-1612346400000,http://www.Knowfashionstyle.com,,,,1
"ELKA Lounge CZ/SK/PL",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14097224-1595510339000,https://www.elka-underwear.cz/,,,,1
Brasty.es,CJ,,1.00%,https://www.jdoqocy.com/click-100179843-14403955-1606747590000,https://www.brasty.es/,,,,1
Brasty.it,CJ,,1.00%,https://www.tkqlhce.com/click-100179843-14422766-1608637630000,https://www.brasty.it/,,,,1
Brasty.at,CJ,,1.00%,https://www.jdoqocy.com/click-100179843-14482097-1615762801000,https://www.brasty.at/,,,,1
Brasty.ro,CJ,,1.00%,https://www.kqzyfj.com/click-100179843-14095579-1595930114000,https://www.brasty.ro/,,,,1
"CBD Brothers",CJ,,8.00%,https://www.tkqlhce.com/click-100179843-14299084-1614875169000,https://www.cbdbrothers.com/,,,,1
"I Fax App",CJ,,20.00%,https://www.tkqlhce.com/click-100179843-14078830-1603357422000,http://www.ifaxapp.com,,,,0
Lola&Lykke,CJ,,6.00%,https://www.tkqlhce.com/click-100179843-14357331-1603490859000,https://lolalykke.com/,,,,1
Evendo,CJ,,5.00%,https://www.jdoqocy.com/click-100179843-14095798-1601296717000,https://evendo.com/,,,,1
"Bushman CZ SK EU",CJ,,5.00%,https://www.dpbolvw.net/click-100179843-14096536-1615378657000,https://bushman.cz/,,,,1
Eavalyne.LT,CJ,,6.00%,https://www.kqzyfj.com/click-100179843-14388884-1605879537000,https://www.eavalyne.lt/,,,,1
Jamalon,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-13982395-1604052626000,https://jamalon.com/,,,,1
"Aosom Canada",CJ,,8.00%,https://www.anrdoezrs.net/click-100179843-14356316-1612311592000,https://www.aosom.ca,,,,1
Epapoutsia.gr,CJ,,6.00%,https://www.dpbolvw.net/click-100179843-14486754-1616156035000,https://www.epapoutsia.gr/,,,,1
"Belvilla EU",CJ,,4.50%,https://www.tkqlhce.com/click-100179843-14482290-1616680688000,http://www.belvilla.nl,,,,1
RELX,CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14010870-1585066897000,https://relxnow.co.uk/,,,,1
OKdo,CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14398209-1606309414000,https://www.okdo.com/,,,,1
Aosom.com,CJ,,8.00%,https://www.anrdoezrs.net/click-100179843-14096412-1595231451000,https://www.aosom.com/,,,,1
"Crazy Factory",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-13985645-1583329671000,https://www.crazy-factory.com/,,,,1
"Intolerance Lab",CJ,,15.00%,https://www.dpbolvw.net/click-100179843-14298404-1596745917000,https://www.intolerance-lab.co.uk/,,,,1
Biffi.com,CJ,,7.00%,https://www.jdoqocy.com/click-100179843-14350076-1602751566000,http://www.biffi.com,,,,1
"Deep Art Effects",CJ,,25.00%,https://www.jdoqocy.com/click-100179843-14485588-1616062502000,https://www.deeparteffects.com/,,,,1
Cyberton,CJ,,3.00%,https://www.kqzyfj.com/click-100179843-14410225-1607379785000,https://www.cybertronpc.com/,,,,1
"Your Hemp",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14485033-1616001104000,https://www.yourhemp.co.uk/,,,,1
FinditParts,CJ,,4.00%,https://www.tkqlhce.com/click-100179843-14480703-1616169266000,https://www.finditparts.com/,,,,1
"Credit Saint",CJ,,"USD 0.00",https://www.jdoqocy.com/click-100179843-14079123-1593118930000,https://www.creditsaint.com,,,,1
"Bohemian Mama",CJ,,5.00%,https://www.jdoqocy.com/click-100179843-14472155-1614622950000,https://www.bohemianmama.com,,,,1
Jack1t,CJ,,2.00%,https://www.kqzyfj.com/click-100179843-13871520-1616488684000,https://www.jack1t.com,,,,1
"Magzter - Digital Magazine Newsstand",CJ,,50.00%,https://www.kqzyfj.com/click-100179843-13984252-1586441797000,https://www.magzter.com/,,,,1
"Apex Foot",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14486249-1616259600000,http://www.apexfoot.com,,,,1
Kofax,CJ,,12.00%,https://www.jdoqocy.com/click-100179843-14040523-1614982225000,http://kofax.com,,,,1
"Maison Threads",CJ,,6.00%,https://www.jdoqocy.com/click-100179843-14485876-1616080060000,https://www.threadsmenswear.com/,,,,1
"eibabo.com global",CJ,,4.00%,https://www.tkqlhce.com/click-100179843-13829976-1569340303000,https://www.eibabo.com,,,,1
LovelyWholesale,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-13792901-1614289648000,http://m.lovelywholesale.com/?tname=curve_plus,,,,1
Citrus.com,CJ,,3.00%,https://www.anrdoezrs.net/click-100179843-13746315-1569279876000,https://www.citrus.com,,,,1
"Abba Patio",CJ,,5.00%,https://www.kqzyfj.com/click-100179843-14485353-1616038423000,https://www.abbapatio.com,,,,1
"BeLenka Europe",CJ,,6.00%,https://www.tkqlhce.com/click-100179843-13947225-1579073885000,http://www.belenka.cz/,,,,1
FandangoNow,CJ,,2.00%,https://www.tkqlhce.com/click-100179843-14471716-1614601960000,http://www.fandangonow.com,,,,1
AirportParking.com,CJ,,20.00%,https://www.kqzyfj.com/click-100179843-13617203-1610396148000,http://www.AirportParking.com,,,,1
Monotype,CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14428881-1609878565000,http://www.myfonts.com,,,,1
OnBuy.com,CJ,,4.00%,https://www.kqzyfj.com/click-100179843-13718244-1615475041000,https://www.onbuy.com,,,,1
AirVape,CJ,,15.00%,https://www.kqzyfj.com/click-100179843-13744244-1559837949000,http://www.airvapeusa.com,,,,1
"Flat Tummy Co",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14380317-1609255356000,https://flattummyco.com/,,,,1
AWeber,CJ,,"USD 0.00",https://www.dpbolvw.net/click-100179843-13550030-1594410159000,https://www.aweber.com,,,,1
"Voidu B.V.",CJ,,5.00%,https://www.jdoqocy.com/click-100179843-13385047-1599215397000,https://www.voidu.com/en/,,,,1
"Butikovo / Butikmoda",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-13155928-1527069814000,http://butikovo.cz,,,,1
BadCreditLoans.com,CJ,,"USD 110.00",https://www.tkqlhce.com/click-100179843-13991881-1593521695000,http://www.BadCreditLoans.com,,,,1
CDRmarket.hu/ro/pl,CJ,,3.00%,https://www.tkqlhce.com/click-100179843-13162847-1527160621000,https://www.cdrmarket.hu/,,,,1
"ESET UK",CJ,,15.00%,https://www.jdoqocy.com/click-100179843-13978783-1582131631000,http://www.eset.com/uk/,,,,1
Answear.hu,CJ,,8.00%,https://www.dpbolvw.net/click-100179843-12842923-1592470904000,http://www.answear.hu,,,,1
TheApolloBox.com,CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-12518353-1534877079000,https://www.theapollobox.com/,,,,1
"Grainger Global Online Business",CJ,,5.00%,https://www.jdoqocy.com/click-100179843-13091075-1553869223000,https://www.zoro.co.uk,,,,1
"Palace Resorts",CJ,,"USD 0.00",https://www.jdoqocy.com/click-100179843-13756977-1616245205000,http://www.palaceresorts.com,,,,1
"Chemical Guys",CJ,,2.00%,https://www.jdoqocy.com/click-100179843-12875926-1574268162000,http://www.chemicalguys.com,,,,1
Notino.co.uk,CJ,,4.00%,https://www.tkqlhce.com/click-100179843-13611285-1549458611000,http://www.notino.co.uk,,,,1
"Holiday Autos",CJ,,"EUR 0.00",https://www.kqzyfj.com/click-100179843-12286140-1530788998000,http://www.Holidayautos.com,,,,1
"Ethel M Chocolates",CJ,,8.00%,https://www.kqzyfj.com/click-100179843-14026636-1586801447000,http://www.ethelm.com,,,,1
"Trip.com (Global)",CJ,,5.50%,https://www.dpbolvw.net/click-100179843-14346023-1602301324000,https://www.trip.com/,,,,1
E-file.com,CJ,,40.00%,https://www.anrdoezrs.net/click-100179843-11921710-1534962117000,http://www.e-file.com/,,,,1
nixplay,CJ,,4.00%,https://www.dpbolvw.net/click-100179843-11937253-1603421774000,https://www.nixplay.com/,,,,1
"(WHUK) WebHosting UK COM Ltd.",CJ,,60.00%,https://www.tkqlhce.com/click-100179843-14432866-1610523930000,http://www.webhosting.uk.com,,,,1
Airocide,CJ,,9.00%,https://www.tkqlhce.com/click-100179843-13010966-1557271069000,http://www.airocide.com/,,,,1
"Click & Grow",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-13246022-1534500373000,http://www.clickandgrow.com/,,,,1
"Design Furnishings",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-11808235-1575336252000,http://www.DesignFurnishings.com,,,,1
"AVAST Software",CJ,,15.00%,https://www.kqzyfj.com/click-100179843-14416833-1616599485000,https://www.avast.com,,,,1
"Canada Pet Care",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-12974034-1537552776000,https://www.canadapetcare.com/,,,,1
"Best Vet Care",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14490880-1616667058000,https://www.bestvetcare.com/,,,,1
"DesignCrowd ",CJ,,"USD 35.00",https://www.kqzyfj.com/click-100179843-12478619-1549995779000,http://www.designcrowd.com,,,,1
DiscountGlasses.com,CJ,,16.00%,https://www.tkqlhce.com/click-100179843-13695203-1556113115000,http://www.discountglasses.com,,,,1
"ABBYY USA ",CJ,,15.00%,https://www.kqzyfj.com/click-100179843-14493980-1617023079000,https://www.abbyy.com,,,,1
ShipStation,CJ,,"USD 0.00",https://www.dpbolvw.net/click-100179843-13896119-1574292032000,https://www.shipstation.com,,,,1
AppyPie.com,CJ,,"USD 0.00",https://www.jdoqocy.com/click-100179843-14039892-1588257457000,http://www.AppyPie.com,,,,1
Triwa,CJ,,10.00%,https://www.jdoqocy.com/click-100179843-13637543-1551710688000,http://www.triwa.com,,,,1
AirportRentalCars.com,CJ,,"USD 0.00",https://www.kqzyfj.com/click-100179843-11221739-1353006557000,http://www.airportrentalcars.com,,,,1
Depositphotos,CJ,,20.00%,https://www.jdoqocy.com/click-100179843-12409461-1616012735000,https://depositphotos.com,,,,1
"CuraDebt Debt Relief, Free Debt Consultation",CJ,,"USD 30.00",https://www.dpbolvw.net/click-100179843-11292808-1595512278000,https://www.curadebt.com/affiliates/,,,,1
ClickMeeting,CJ,,30.00%,https://www.tkqlhce.com/click-100179843-13719125-1557993141000,http://www.clickmeeting.com,,,,1
"Airport Parking Reservations - point. click. park.",CJ,,20.00%,https://www.dpbolvw.net/click-100179843-12832463-1610643529000,http://www.airportparkingreservations.com,,,,1
iSUBSCRiBE,CJ,,10.00%,https://www.dpbolvw.net/click-100179843-13359454-1540987779000,http://www.isubscribe.co.uk,,,,1
"(eUK) eUKhost Ltd",CJ,,65.00%,https://www.anrdoezrs.net/click-100179843-12565554-1527687518000,http://www.eukhost.com,,,,1
"Cookies by Design",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14471305-1615324334000,http://www.cookiesbydesign.com,,,,1
24-7PressRelease,CJ,,"USD 15.00",https://www.anrdoezrs.net/click-100179843-10754734-1534879214000,http://www.24-7pressrelease.com,,,,1
"Canvas People",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-13742242-1571700949000,http://canvaspeople.com,,,,1
"Carolina Rustica",CJ,,NA,#,http://wwww.carolinarustica.com/,,,,1
"ABBYY Europe Affiliate Program",CJ,,15.00%,https://www.jdoqocy.com/click-100179843-13292160-1568729444000,https://www.abbyy.com,,,,1
"Skyscanner UK",CJ,,20.00%,https://www.jdoqocy.com/click-100179843-13836676-1569421477000,https://www.skyscanner.net,,,,1
"Just Host",CJ,,"USD 60.00",https://www.kqzyfj.com/click-100179843-12009939-1500382138000,http://www.justhost.com,,,,1
"Discount School Supply-School Supplies, Arts & Crafts",CJ,,4.00%,https://www.kqzyfj.com/click-100179843-14478074-1615307303000,http://www.discountschoolsupply.com,,,,1
Floraqueen,CJ,,12.00%,https://www.kqzyfj.com/click-100179843-13560635-1617049140000,https://www.floraqueen.com,,,,1
Diecast,CJ,,10.00%,https://www.kqzyfj.com/click-100179843-11665382-1577408619000,http://www.diecastmodelswholesale.com,,,,1
Diamonds-USA,CJ,,6.00%,https://www.tkqlhce.com/click-100179843-13637338-1551626233000,http://www.diamonds-usa.com,,,,1
ANSI,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14477105-1615220607000,http://webstore.ansi.org/,,,,1
"Bistro MD",CJ,,"USD 45.00",https://www.tkqlhce.com/click-100179843-11994498-1539799934000,http://www.BistroMD.com,,,,1
A1Supplements.com,CJ,,3.00%,https://www.jdoqocy.com/click-100179843-14441640-1611273211000,http://www.A1Supplements.com,,,,1
"ESET North America",CJ,,20.00%,https://www.jdoqocy.com/click-100179843-14410248-1607382606000,https://www.eset.com/us/,,,,1
"BetterWorld.com - New, Used, Rare Books & Textbooks",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-13403082-1535734973000,http://www.betterworldbooks.com,,,,1
"Cashmere Boutique",CJ,,7.00%,https://www.kqzyfj.com/click-100179843-14034859-1587679113000,https://www.cashmereboutique.com,,,,1
EdenFantasys.com,CJ,,20.00%,https://www.tkqlhce.com/click-100179843-13113163-1589491429000,http://www.edenfantasys.com,,,,1
"Rosetta Stone UK",CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14490001-1616599351000,http://www.rosettastone.co.uk,,,,1
"Botanic Choice",CJ,,8.00%,https://www.anrdoezrs.net/click-100179843-14491658-1616703951000,http://www.BotanicChoice.com,,,,1
"zooplus.co.uk - My Petshop",CJ,,1.00%,https://www.anrdoezrs.net/click-100179843-10419623-1567066944000,https://www.zooplus.co.uk/-7045,,,,1
SuperJeweler,CJ,,6.00%,https://www.jdoqocy.com/click-100179843-14384320-1610744404000,http://www.superjeweler.com,,,,1
"Dr. Leonard's Healthcare/Carol Wright Gifts",CJ,,8.00%,https://www.anrdoezrs.net/click-100179843-14486505-1616139027000,http://www.drleonards.com,,,,1
"Iolo System Mechanic",CJ,,40.00%,https://www.anrdoezrs.net/click-100179843-13060104-1603916881000,https://www.iolo.com,,,,1
Bluehost,CJ,,"USD 65.00",https://www.kqzyfj.com/click-100179843-11768630-1593015488000,http://www.bluehost.com,,,,1
EntirelyPets,CJ,,6.00%,https://www.anrdoezrs.net/click-100179843-14473128-1614711600000,http://www.entirelypets.com,,,,1
"AC Lens",CJ,,8.00%,https://www.kqzyfj.com/click-100179843-12914643-1582317177000,https://www.aclens.com,,,,1
zChocolat.com,CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-14484276-1615967371000,http://www.zchocolat.com,,,,1
ArkivMusic,CJ,,8.00%,https://www.jdoqocy.com/click-100179843-10003165-1604693784000,http://www.arkivmusic.com,,,,1
CyberLink,CJ,,10.00%,https://www.kqzyfj.com/click-100179843-11632203-1607031059000,http://www.cyberlink.com,,,,1
"Corel Corporation",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14104930-1596140785000,http://www.corel.com,,,,1
eVitamins,CJ,,8.00%,https://www.anrdoezrs.net/click-100179843-14487024-1616163536000,https://www.evitamins.com,,,,1
ContentWatch,CJ,,25.00%,https://www.anrdoezrs.net/click-100179843-13487203-1574788415000,https://www.netnanny.com/,,,,1
AutoBarn.com,CJ,,8.00%,https://www.dpbolvw.net/click-100179843-12323171-1614109571000,http://www.autobarn.net,,,,1
1-800-FLORALS,CJ,,20.00%,https://www.tkqlhce.com/click-100179843-11319155-1540583972000,http://www.800florals.com,,,,1
"AbeBooks.co.uk - New, Second-hand, Rare Books & Textbooks",CJ,,5.00%,https://www.kqzyfj.com/click-100179843-14434228-1610492803000,https://www.abebooks.co.uk/,,,,1
"CLUBS OF AMERICA GIFT-OF-THE-MONTH-CLUBS",CJ,,"USD 12.00",https://www.dpbolvw.net/click-100179843-11927075-1511297079000,http://www.greatclubs.com,,,,1
"Brian Tracy",CJ,,25.00%,https://www.dpbolvw.net/click-100179843-12788304-1537994597000,http://www.briantracy.com?utm_medium=affiliate&utm_source=cj.com,,,,1
Domain.com,CJ,,30.00%,https://www.jdoqocy.com/click-100179843-13868867-1607992909000,http://www.domain.com/,,,,1
"Bonsai Boy of New York",CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-11054107-1613614008000,http://www.bonsaiboy.com,,,,1
"Adagio Teas",CJ,,5.00%,https://www.jdoqocy.com/click-100179843-14481482-1615568400000,http://www.adagio.com,,,,1
"Flowers Fast",CJ,,20.00%,https://www.jdoqocy.com/click-100179843-13462919-1611178876000,http://www.FlowersFast.com,,,,1
"Windler and Sons",CJ,,NA,#,#,,,,1
Borer-Gusikowski,CJ,,NA,#,#,,,,1
Lockman-Sauer,CJ,,NA,#,#,,,,1
"Fritsch PLC",CJ,,NA,#,#,,,,1
"Leannon PLC",CJ,,NA,#,#,,,,1
Upton-Prosacco,CJ,,NA,#,#,,,,1
"Stokes Ltd",CJ,,NA,#,#,,,,1
"Schiller, Herzog and Pouros",CJ,,NA,#,#,,,,1
"Daniel, Little and Marks",CJ,,NA,#,#,,,,1
"Cassin LLC",CJ,,NA,#,#,,,,1
